yn,id,cg,eg,re,ms,fw,cl,hw,ra,nc,se,ag,wc,ne,oc,dr
no,479195,1.89372318232541,e2,pzv,im,1.6853679,1.40620761932421,3,kvy,1.1,vrm,0.445983190593473,pv,jle,pw,oi
yes,136554,2.27220433302216,e2,pzv,ow,1.2906923,1.42414071655866,3.74,tdg,0.6,vrm,0.399999810107415,pv,jle,jz,oi
no,180611,1.70754012898927,e2,pzv,lz,1.6968146,1.30332300655734,3.61,kvy,0.4,vrm,0.316233693171678,xv,kcr,al,oi
yes,119150,1.80938971956364,e2,wto,lz,0.40150967,1.30033749744275,3.61,kvy,0.8,vrm,0.399999810107415,xv,kcr,lr,qe
no,238049,1.79733660554426,e2,ldi,lz,4.0638539,1.42859998625078,3.16,kvy,0.3,vrm,0.374163042929554,xv,ydq,lr,oi
no,112827,1.90872888097589,e2,wto,ls,2.1749181,1.38209457532609,3.16,gmp,0.5,vrm,0.374163042929554,xv,ydq,al,oi
no,493231,1.68500363768429,e2,ldi,yd,0.16117206,1.43022409920542,3,kvy,0.4,vrm,0.374163042929554,cz,ydq,ey,oi
no,385014,1.58331913475668,e2,wib,lz,2.6767678,1.36152336965101,2.65,kvy,0,vrm,0.316233693171678,pv,ydq,ey,qe
no,463452,1.60156774719658,e2,pzv,hf,0.62910267,1.3687910327232,2.83,kvy,0.2,vrm,0.316233693171678,xv,ydq,lr,oi
no,62567,1.83409650119313,e2,wto,kh,0.028378732,1.42485957108214,3,gmp,0.3,vrm,0.447214229441579,xv,jle,lr,oi
no,171566,1.73906454361224,e2,wto,lz,5.4628735,1.34437394063035,2.65,kvy,0,vrm,0.399999810107415,xv,ydq,lr,qe
no,585410,1.6355279255274,e2,pzv,kh,1.0409027,1.3687910327232,3.16,kvy,0.3,vrm,0.316233693171678,pv,ydq,jl,oi
yes,15305,1.99347393601819,e6,wto,lz,0.65468521,1.328638048868,3.46,kvy,1.8,vrm,0.374163042929554,pv,ydq,lr,oi
no,557610,1.75135421772079,e2,wto,kh,1.7324042,1.29443955220559,3.61,gmp,0.4,vrm,0.316233693171678,pv,ydq,rk,oi
no,120596,1.65137090565054,e2,wto,kh,2.6877647,1.37442547314151,2.65,gmp,0.2,jtl,0.316072512997894,xv,jle,al,oi
no,35641,1.63925311532138,e2,wto,lz,0.089701963,1.38613600886311,2.45,kvy,0.2,vrm,0.374163042929554,pv,kcr,ey,oi
no,69212,1.53867492281962,e2,wib,kh,0.77264655,1.36400431446099,2.24,kvy,0.8,vrm,0.316072512997894,xv,ydq,al,oi
yes,387517,1.59092367021423,e6,pzv,im,0.20803331,1.3687910327232,2.65,kvy,0.4,vrm,0.316233693171678,xv,jle,lr,qe
no,202363,1.48927903302564,e2,pzv,ls,0.88026275,1.31465092601366,0,tdg,1.6,vrm,0.315273434026044,xv,ydq,wg,oi
no,372661,1.65385118401799,e2,wto,lz,2.3898123,1.44777672225415,1,kvy,0.1,vrm,0.447214229441579,pv,kcr,ey,oi
no,110178,1.79991301179794,e2,wto,lz,0.61784185,1.38261416296948,3,gmp,0.1,vrm,0.399999810107415,xv,ydq,al,oi
no,179376,1.61126322017637,e2,wto,lz,0.67433404,1.36850751819221,2.83,kvy,0,vrm,0.316233693171678,pv,ydq,ey,oi
no,388654,1.87198703788878,e2,pzv,ls,0.33840263,1.32695872290693,3.46,kvy,1.3,vrm,0.399999810107415,xv,kcr,lr,qe
yes,440914,1.92686585138162,e2,wto,lz,2.3114719,1.32419426626915,3.61,kvy,0.4,vrm,0.399999810107415,xv,ydq,lr,oi
yes,215577,1.81444443593964,e2,wto,lz,1.3771202,0,3.61,gmp,0.4,vrm,0.316233693171678,xv,kcr,rk,oi
no,67602,1.89025840957792,e2,pzv,lz,6.822901,1.33076174162489,3.74,kvy,0.2,vrm,0.374163042929554,xv,ydq,lr,oi
yes,460264,1.56537427462609,e6,wib,im,0.15634478,1.36193971539775,2.65,kvy,0.4,vrm,0.316233693171678,xv,rql,lr,oi
no,498075,1.58442198585318,e2,pzv,lz,0.36323431,1.40865869992873,1,kvy,0,vrm,0.42378636625611,pv,jle,ey,oi
no,224997,1.745042105038,e2,wto,lz,0.45023197,1.39370431968188,2.83,kvy,0.1,vrm,0.374163042929554,pv,kcr,jl,oi
no,588617,1.88805643178696,e2,pzv,ls,0.75585206,1.49497742788669,3,kvy,0.5,vrm,0.489900191478104,xv,ydq,lr,oi
no,438657,1.57601771266986,e2,ldi,lz,2.6718106,1.41665867420198,2.83,kvy,0,vrm,0.374163042929554,pv,kcr,qt,oi
yes,94462,2.53588356777657,e2,pzv,hf,0.92527678,1.52057581490262,3.46,kvy,1.1,vrm,0.565687580458434,pv,kcr,jz,oi
no,19491,1.57717885809618,e2,wto,lz,0.85322906,1.35833462460462,2.65,gmp,0.3,vrm,0.316233693171678,pv,ydq,ey,oi
yes,194166,2.22103441073405,e2,pzv,yd,0.70989085,1.41856752389319,3.61,tdg,0,vrm,0.424268256506693,pv,jle,jz,oi
no,199935,1.79385364643359,e2,wto,kh,2.3493515,1.38483381104017,3.32,ojk,1.4,vrm,0.399999810107415,pv,ydq,jz,oi
yes,255481,1.96324737144481,e2,pzv,ay,0.66396174,1.32755790370472,3.46,ojk,0,vrm,0.374163042929554,xv,kcr,lr,oi
no,131213,1.400686867367,e2,wib,lz,0.75623634,0,0,kvy,0.3,vrm,0.3155872226109,xv,kcr,al,oi
no,117393,1.88394830643355,e2,ldi,kh,0.35997664,1.41892108952124,3.61,kvy,0.1,vrm,0.374163042929554,xv,kcr,al,oi
yes,584284,2.49100673521438,e2,pzv,hf,0.74769994,1.44272032010911,3.61,kvy,0,vrm,0.500000249938842,xv,kcr,rk,oi
no,79082,1.67918967545698,e2,pzv,im,2.424953,1.36659727481154,3.16,kvy,0.6,vrm,0.374163042929554,pv,kcr,al,oi
no,307902,1.82524609439775,e2,wto,ls,0.096390664,1.39408863511086,2.24,gmp,0.3,vrm,0.447214229441579,xv,ydq,lr,oi
yes,561028,1.66377137152764,e2,wto,kh,0.58165089,1.39267989076105,2.83,kvy,0,jtl,0.374163042929554,pv,kcr,jz,oi
yes,291063,2.27532055227074,e2,wto,lz,2.8704896,1.38859620759547,3.61,kvy,0.4,vrm,0.447214229441579,xv,jle,wg,oi
yes,220458,1.97088750979051,e2,wto,ow,4.8881065,1.39522742289752,3.74,gmp,0.8,vrm,0.399999810107415,xv,ydq,lr,qe
no,348710,1.50880921768457,e2,pzv,kh,5.7224919,1.37349274098506,1,gmp,0,jtl,0.3155872226109,pv,rql,pw,oi
no,383121,1.69799184069997,e2,wto,lz,0.96596652,1.29443955220559,3.16,kvy,0.9,vrm,0.316233693171678,xv,ydq,lr,oi
no,425054,1.7499103607335,e2,wto,lz,3.3823946,1.36811099987823,3.32,kvy,0,vrm,0.374163042929554,pv,jle,al,oi
no,52433,1.66990789780471,e2,wto,lz,1.5561806,1.29257506618079,3.32,kvy,0.1,vrm,0.316233693171678,xv,rql,al,oi
no,321065,1.70166936146308,e2,wto,kh,2.0030431,1.40743963312431,2.24,tdg,0,vrm,0.399506082093302,xv,kcr,lr,oi
no,370721,1.69575063193413,e2,pzv,kh,4.826318,1.3687910327232,3.46,kvy,0.2,vrm,0.316233693171678,xv,ydq,lr,oi
no,571667,1.64795337488476,e2,wto,lz,1.000624,1.38871426075343,2.83,gmp,0.5,vrm,0.316233693171678,xv,kcr,al,oi
no,264035,1.72675508390389,e2,wto,ow,2.2655272,0,3.61,gmp,0.3,vrm,0.316233693171678,pv,ydq,al,qe
yes,499336,1.70053943663453,e2,pzv,lz,0.37342623,1.36152336965101,3.61,kvy,0.2,vrm,0.316233693171678,pv,ydq,jz,oi
no,404544,1.65621884390711,e2,pzv,kh,0.55372227,1.36659727481154,3.16,kvy,0.2,vrm,0.316233693171678,xv,ydq,al,oi
no,293996,1.91296944252753,e2,pzv,ow,0.097797615,1.40865869992873,3.16,gmp,1.2,vrm,0.387290745222102,xv,ydq,jz,qe
yes,322835,1.5758343590041,e2,wib,ls,0.79666481,1.35833462460462,2.83,gmp,0.4,vrm,0.316233693171678,xv,kcr,lr,oi
no,325737,1.6696116814071,e8,pzv,im,4.8017271,1.39370431968188,2.65,kvy,0.3,vrm,0.399999810107415,xv,ydq,al,oi
no,378063,1.73486982423314,e2,wto,kh,0.70105037,1.29916403379666,3.61,kvy,0.8,vrm,0.316233693171678,xv,jle,al,oi
yes,248654,1.84418325542893,e2,wto,lz,1.4935134,1.40743963312431,3,kvy,0.4,vrm,0.399999810107415,pv,kcr,pw,oi
no,339460,1.67581861790754,e2,pzv,kh,1.0587546,1.39432746911533,3.16,kvy,0.5,vrm,0.316233693171678,gf,ydq,lr,oi
no,543745,1.76156010301035,e2,wto,im,1.3535075,1.37815074521972,2.65,gmp,1.6,vrm,0.387290745222102,xv,ydq,lr,qe
no,464155,1.59377618677761,e2,wto,im,0.24277881,1.38404870502984,2.24,kvy,0.6,vrm,0.316233693171678,pv,kcr,ey,oi
yes,440446,2.15498613298776,e2,wto,im,2.9360695,1.50050856339414,3.32,kvy,0.6,vrm,0.489900191478104,gf,ydq,lr,oi
yes,554091,2.30055817073932,e2,wto,im,1.8656552,1.42190105797192,3.74,kvy,0.6,vrm,0.374163042929554,xv,kcr,al,oi
yes,574793,2.59493687711439,e2,wto,hf,0.041080519,1.44608883749147,3.32,kvy,1.8,vrm,0.547718551740173,pv,ydq,lr,oi
no,156164,1.66452771718531,e2,wib,lz,0.45927115,1.36193971539775,3.32,tdg,0,vrm,0.316233693171678,pv,kcr,ey,oi
yes,312950,2.08559357647011,e2,pzv,im,0.18695946,1.40865869992873,3.61,kvy,0.2,vrm,0.387290745222102,xv,jle,al,oi
yes,387454,1.91255808722297,e2,ldi,ls,0.47890059,1.41892108952124,3.46,kvy,0,vrm,0.424268256506693,xv,jle,lr,qe
no,32802,2.01515308803886,e2,ldi,lz,0.33647677,1.35356244766336,3.61,kvy,0.6,vrm,0.374163042929554,pv,kcr,jz,oi
no,164568,1.75562568675548,e2,pzv,kh,0.61516718,1.43069371975862,2.45,kvy,0.2,jtl,0.447214229441579,pv,jle,al,oi
no,450610,1.79268865168633,e2,pzv,im,0.23628206,1.31447650099809,3.32,kvy,0.7,vrm,0.399999810107415,xv,kcr,lr,qe
no,341494,1.94245385096732,e2,wto,kh,1.9296706,1.46797591129154,3.16,kvy,0,vrm,0.447214229441579,xv,jle,al,oi
no,73565,1.61178770080448,e2,wib,ow,0.38461575,1.37442547314151,2.24,kvy,0,vrm,0.316072512997894,pv,rql,pw,qe
yes,153363,1.9036163065376,e1,wto,lz,0.90781409,1.31623229887227,3.61,gmp,1.2,vrm,0.399999810107415,xv,ydq,lr,oi
no,285544,1.63936036313357,e2,wto,kh,2.2829439,1.38742752041322,2.45,kvy,0.2,vrm,0.399999810107415,xv,ydq,al,oi
no,24872,1.76892821888564,e2,wto,lz,1.8070909,1.40743963312431,2.65,gmp,0.2,vrm,0.399999810107415,xv,jle,al,oi
yes,274132,1.73579674327828,e2,wto,im,5.4165423,1.36850751819221,3.46,kvy,0.2,vrm,0.316233693171678,pv,jle,qt,oi
yes,237048,2.23163845583139,e2,wto,ow,1.1902387,1.37947448834517,3.32,tdg,1.4,vrm,0.447214229441579,xv,kcr,lr,oi
no,251087,1.73455156144996,e5,wto,lz,2.0798267,1.36633695861022,3,kvy,0,vrm,0.399999810107415,xv,ydq,lr,oi
no,396152,1.54153350807029,e2,wib,lz,0.32977534,1.36193971539775,2.83,gmp,0.3,vrm,0.316233693171678,cz,jle,ey,oi
no,467463,1.46246602424944,e2,ldi,yd,8.2917422,1.40434327754858,0,tdg,0.9,vrm,0.386904977986405,pv,jle,qt,oi
yes,160362,2.06288166430941,e2,wto,lz,2.2893703,1.42106625572348,3.61,kvy,0.2,jtl,0.447214229441579,xv,ydq,al,oi
yes,572075,2.80418171031464,e2,pzv,kh,0.59586667,1.5010069369792,3.61,kvy,0.6,vrm,0.547718551740173,pv,kcr,jz,oi
yes,9918,1.82637226202601,e5,wto,hf,3.7716974,1.38261416296948,3.16,kvy,0.3,vrm,0.399999810107415,xv,ydq,ey,oi
yes,369183,1.89859119747532,e2,ldi,ls,2.0549761,1.42307788206737,3.32,gmp,0.6,vrm,0.399999810107415,pv,kcr,lr,oi
no,186123,1.82213165121195,e2,wto,ls,2.4378678,1.32879324686906,3.32,gmp,0,vrm,0.399999810107415,xv,kcr,lr,qe
no,315330,1.75321428534998,e2,wto,lz,0.075976128,1.39750116090345,2.83,kvy,1.3,vrm,0.399999810107415,xv,rql,lr,oi
yes,521250,1.66935725164486,e2,ldi,ow,0.41607079,1.31623229887227,3,kvy,1.1,jtl,0.360547810422435,xv,jle,al,oi
no,512376,1.67971179605198,e2,wib,im,1.2847678,1.34726648997435,3.61,kvy,0.5,vrm,0.316233693171678,pv,jle,ey,qe
no,288377,1.46390159682083,e2,wto,ow,0.20727897,1.36124185323127,0,kvy,0.2,vrm,0.315273434026044,xv,ydq,lr,oi
no,579054,1.83792222834655,e2,wto,ow,2.8256886,1.37161139655227,3.61,gmp,0,vrm,0.374163042929554,xv,jle,lr,oi
no,510067,1.69763052839266,e2,wto,lz,1.2080676,1.30165286227764,3.61,kvy,0.3,vrm,0.316233693171678,xv,kcr,lr,oi
yes,433733,2.81348972298199,e2,wto,ls,1.3890935,1.42070667147375,3.46,gmp,1.6,vrm,0.565687580458434,xv,kcr,lr,oi
no,585744,1.75241799355296,e2,wto,kh,2.6030083,1.39370431968188,3,gmp,0,vrm,0.374163042929554,pv,ydq,jl,oi
yes,260224,2.19826288557369,e2,pzv,im,4.6955624,1.41749313464176,3.74,kvy,1.8,vrm,0.447214229441579,pv,ydq,jz,oi
no,268407,1.60069813653889,e2,wto,lz,2.3050805,1.32046917387133,2.83,kvy,0,vrm,0.374163042929554,xv,kcr,rk,qe
no,208609,1.93684500635699,e2,wto,lz,0.58005085,1.43830019779288,3.32,kvy,0.3,vrm,0.424268256506693,pv,jle,jz,oi
no,289281,1.70648880794663,e2,wto,kh,1.3087195,1.41291275754896,2.45,kvy,0.5,vrm,0.424268256506693,pv,ydq,jz,oi
no,254862,1.83581896443847,e2,ldi,kh,1.8392523,1.42307788206737,3.46,kvy,0.1,vrm,0.399754899933854,pv,kcr,jz,qe
no,244795,1.79675747170854,e2,wto,im,1.1336553,1.40743963312431,2.83,kvy,0.3,vrm,0.399999810107415,pv,ydq,lr,qe
yes,547228,1.64192480954492,e2,pzv,lz,1.22523,1.3687910327232,3.16,kvy,0.5,jtl,0.316233693171678,pv,ydq,jz,oi
no,292830,1.68928884345435,e2,wto,lz,0.16455672,1.38871426075343,3,gmp,0.1,vrm,0.374163042929554,xv,ydq,al,oi
no,103846,1.61185622976605,e2,wto,ay,0.13927899,1.38871426075343,2.65,kvy,0.7,vrm,0.316233693171678,pv,ydq,jl,oi
no,240014,1.5894546647701,e2,wto,kh,0.095505297,1.36674564363031,2,gmp,1.3,vrm,0.360547810422435,xv,ydq,al,oi
no,221071,1.64013424038282,e2,wto,lz,0.52951629,1.30033749744275,2.65,kvy,1.4,vrm,0.399999810107415,pv,jle,al,qe
no,194790,1.78315500306571,e2,wto,im,0.71861961,1.31033074881425,3.32,kvy,0.7,vrm,0.316233693171678,xv,ydq,lr,oi
no,234990,1.78109571213164,e2,wto,lz,2.5673091,1.30165286227764,3.61,gmp,0.2,vrm,0.316233693171678,xv,ydq,al,oi
no,487078,1.63912966865426,e2,pzv,im,2.3081476,1.3687910327232,3.16,kvy,0.3,vrm,0.316233693171678,xv,ydq,lr,qe
no,171247,1.65370011138705,e2,pzv,lz,0.65450379,1.30082395547467,2.83,kvy,0.3,vrm,0.374163042929554,xv,kcr,rk,qe
yes,487565,2.44550381557997,e2,pzv,kh,2.0003922,1.47433567651741,3.46,kvy,0.2,vrm,0.500000249938842,pv,kcr,jl,oi
no,423483,1.94546908175498,e2,wto,ls,0.2419499,1.4626090539161,3,kvy,0.7,vrm,0.447214229441579,xv,kcr,al,oi
no,385954,1.51080586835839,e2,wto,lz,1.0814431,0,0,kvy,0.2,vrm,0.399754899933854,xv,kcr,al,oi
no,161587,1.4466811988846,e2,ldi,yd,2.3164441,1.32171154173146,0,kvy,0.2,vrm,0.424268256506693,li,kcr,lr,oi
no,223534,1.62265268486982,e2,wto,kh,8.4267357,1.37442547314151,2.24,gmp,0,vrm,0.316072512997894,xv,kcr,al,oi
yes,526275,1.95965875841312,e2,wto,lz,1.1843432,1.31623229887227,3.61,kvy,0,vrm,0.399999810107415,xv,ydq,wg,oi
no,300453,1.77412211591533,e2,wto,kh,1.2698555,1.33911357560023,3,kvy,0.4,vrm,0.447214229441579,xv,jle,al,oi
no,549179,1.55171977276181,e2,wto,hf,1.2681705,1.36510956827626,1.73,gmp,0.2,vrm,0.316072512997894,pv,jle,jz,oi
no,358632,2.02160829348021,e2,ldi,kh,1.2072225,1.38730202183784,3.16,kvy,0.4,vrm,0.445419005930011,pv,kcr,jz,qe
yes,277506,1.86927879475331,e2,wto,im,4.7308719,1.32879324686906,3.46,kvy,1.5,vrm,0.399999810107415,xv,kcr,lr,oi
yes,499796,1.62408878704394,e2,wib,im,1.3805663,1.36152336965101,2.83,gmp,1.6,vrm,0.316233693171678,cz,kcr,jz,oi
no,442938,1.58797459224298,e2,wto,lz,1.6445818,1.31858224382663,2.24,kvy,0.5,vrm,0.316233693171678,xv,kcr,al,qe
yes,332344,1.98521038742311,e2,pzv,im,0.5070399,1.32849060883339,3.74,kvy,0.6,jtl,0.374163042929554,xv,ydq,lr,oi
yes,72766,1.70512836239287,e8,wto,im,0.8623162,1.36850751819221,3.32,tdg,0.9,vrm,0.316233693171678,pv,kcr,ey,oi
no,368692,1.94517861381849,e2,pzv,lz,2.7370902,1.40099169639295,3.16,gmp,0.2,vrm,0.424268256506693,pv,kcr,jz,oi
no,361683,1.70792169077687,e2,wto,lz,2.2149925,1.29443955220559,3.16,kvy,0.2,vrm,0.316233693171678,xv,kcr,al,oi
no,483441,1.62187922563257,e2,wto,im,0.5525641,1.28878200035278,3,gmp,0,vrm,0.316233693171678,xv,ydq,al,oi
yes,233746,1.85997998743049,e2,wto,lz,0.38253286,1.31033074881425,3.61,kvy,0.7,vrm,0.316233693171678,xv,kcr,lr,oi
no,271162,1.68223433963956,e2,wto,lz,1.5938287,1.36152336965101,3.16,gmp,0.2,vrm,0.316233693171678,xv,ydq,al,oi
no,576567,1.70286731484238,e2,wto,lz,0.70841714,1.36152336965101,3.61,kvy,0.1,vrm,0.316233693171678,pv,ydq,ey,oi
no,79176,1.91122982106578,e2,wto,yd,1.0975154,1.38209457532609,3,kvy,1.3,vrm,0.374163042929554,pv,kcr,ey,oi
no,245934,1.57315181282632,e2,wib,kh,3.6680295,1.39077457234884,2.83,kvy,0.3,vrm,0.374163042929554,xv,ydq,lr,oi
yes,497611,1.73071504097359,e2,pzv,lz,2.5258387,1.40136547544943,2.65,kvy,0.3,vrm,0.399999810107415,xv,ydq,lr,oi
no,409289,1.78375606761666,e2,wto,ow,0.35332377,1.38171036006786,3.16,kvy,0.3,vrm,0.399871846979977,xv,jle,rk,oi
no,41,1.59292707064806,e2,wib,im,2.32821,1.35833462460462,3,kvy,0.3,vrm,0.316233693171678,xv,ydq,lr,oi
no,253356,1.6423898778096,e2,ldi,kh,0.8505798,1.41665867420198,2.83,kvy,0.4,vrm,0.374163042929554,li,ydq,al,qe
yes,266848,1.84346781804967,e2,wto,kh,1.6913742,0,3.61,gmp,1.5,vrm,0.399999810107415,xv,kcr,lr,oi
no,546331,1.9692394010483,e2,pzv,lz,1.6846481,1.39039128431545,3.74,kvy,0.3,vrm,0.374163042929554,pv,jle,al,qe
no,137978,1.65803280311353,e2,wto,ls,2.2333845,1.41291275754896,2.24,kvy,0.2,vrm,0.424268256506693,pv,ydq,jz,oi
no,510860,1.56780302480252,e2,wto,lz,1.4422618,1.39179667621324,2,kvy,0.3,vrm,0.316233693171678,pv,kcr,ey,qe
yes,207971,1.93081332722849,e2,wto,lz,1.908937,1.38261416296948,3.46,kvy,0.3,vrm,0.399999810107415,gf,ydq,lr,oi
no,501482,1.51966693133885,e2,pzv,lz,1.0096143,1.3687910327232,0,kvy,0.3,vrm,0.3155872226109,xv,ydq,rk,qe
yes,418941,2.05869660271063,e2,pzv,ow,1.2031847,1.319376421322,2.83,kvy,0.3,vrm,0.547718551740173,xv,ydq,lr,qe
no,126803,1.66409550318878,e2,ldi,lz,3.9473995,1.43022409920542,2.83,kvy,0,vrm,0.374163042929554,xv,ydq,lr,oi
no,379739,1.80623364731432,e2,pzv,lz,1.0610042,1.40136547544943,3.16,kvy,0.1,vrm,0.399999810107415,xv,kcr,lr,oi
yes,511226,1.8119128233295,e2,pzv,kh,0.62052562,1.37549260872163,3.61,kvy,1.2,jtl,0.316233693171678,xv,ydq,jz,oi
no,398320,1.6753822630533,e2,wib,kh,2.5068508,1.30707373735466,3.61,kvy,0.4,vrm,0.316233693171678,xv,jle,wg,oi
yes,263420,1.58313731924617,e6,pzv,im,1.0705432,1.42190105797192,2.65,kvy,0.6,jtl,0.398374741739034,xv,jle,rk,oi
no,396129,1.41288186112122,e2,wib,ls,0.088917599,1.36054757138567,0,kvy,0.5,vrm,0.39937810198432,li,jle,al,oi
no,108338,1.57345305536994,e2,wto,ls,4.9043471,1.35833462460462,2.45,kvy,0.2,jtl,0.316233693171678,pv,ydq,ey,oi
no,440757,1.71316429024104,e2,pzv,kh,0.43874579,0,2,kvy,0.7,vrm,0.424268256506693,xv,ydq,al,oi
no,472129,1.98755802985018,e2,pzv,lz,0.028160873,1.37616044532729,3.61,gmp,0.2,vrm,0.399999810107415,pv,jle,pw,oi
no,48375,1.79969302427497,e2,wto,lz,2.8300795,1.36633695861022,3.46,gmp,0.1,vrm,0.399999810107415,pv,kcr,al,oi
yes,393483,1.89793412246264,e5,pzv,lz,2.4199073,1.319376421322,3.61,kvy,0.2,jtl,0.387290745222102,xv,kcr,lr,oi
yes,452988,1.96510058992389,e2,pzv,yd,0.019307957,1.43830019779288,3.46,kvy,1.7,vrm,0.424268256506693,pv,jle,jz,qe
yes,401251,2.18892110667731,e3,wto,yd,3.0690018,1.44822152619742,2.83,kvy,1.5,jtl,0.616434254735551,gf,ydq,lr,oi
no,163545,1.54485458244318,e2,pzv,kh,1.4460722,1.30332300655734,1.73,gmp,0.1,jtl,0.3155872226109,xv,jle,al,oi
no,51928,1.57424607307606,e2,wib,im,0.41288742,1.35833462460462,2.65,gmp,0.3,vrm,0.316233693171678,xv,kcr,lr,oi
no,355213,1.74066756180621,e2,pzv,lz,1.9557876,1.34204782708102,3.16,kvy,0,vrm,0.374163042929554,xv,kcr,al,qe
yes,137545,1.69853024940959,e2,wto,kh,0.94221041,1.36152336965101,3.32,gmp,0.6,vrm,0.316233693171678,xv,ydq,al,oi
no,304854,1.82769555227517,e2,pzv,lz,1.1738536,1.37947448834517,3.61,kvy,0.2,vrm,0.316233693171678,pv,ydq,ey,oi
no,363354,1.74413395143586,e2,wto,kh,1.0776751,1.36850751819221,3.32,kvy,0.1,vrm,0.399999810107415,xv,ydq,al,oi
no,118260,1.9064372052349,e2,pzv,ow,2.9574319,1.38690917904191,3.46,kvy,1.1,vrm,0.374163042929554,pv,kcr,jz,oi
yes,109149,1.73516421937422,e2,wto,lz,2.2739422,1.30165286227764,3.32,kvy,0.7,vrm,0.316233693171678,xv,ydq,lr,oi
yes,524106,1.72021135871073,e2,pzv,lz,2.524107,1.35985515194495,3.46,kvy,1.1,vrm,0.316233693171678,pv,kcr,jz,oi
no,579040,1.81029739455972,e2,wto,lz,1.8249715,1.36152336965101,3.61,kvy,0.2,vrm,0.316233693171678,xv,jle,lr,qe
no,494795,1.89496842313079,e2,wto,hf,3.0367793,1.32140376978623,3.61,kvy,1.5,vrm,0.374163042929554,xv,jle,al,qe
yes,21784,1.6628962454845,e2,wib,kh,1.0944427,1.36193971539775,3.16,kvy,0.3,vrm,0.316233693171678,pv,ydq,jz,oi
no,285354,1.57118519201385,e2,wto,lz,1.0726798,1.32710202178165,1.73,gmp,0.2,vrm,0.316072512997894,xv,jle,al,oi
yes,452846,1.87513862635756,e3,ldi,kh,1.364788,1.41892108952124,3.16,kvy,0.3,vrm,0.424268256506693,gf,ydq,al,oi
no,262165,1.69571461253293,e2,wto,im,0.71672067,1.34351494443522,2.65,kvy,0.2,vrm,0.374163042929554,xv,kcr,al,oi
yes,93650,1.78218532796903,e2,ldi,ls,0.73679437,1.43011198882694,3.61,tdg,1.1,vrm,0.374163042929554,xv,jle,rk,oi
no,244834,1.91302457795002,e2,wto,lz,0.13276017,0,3.74,kvy,0.2,vrm,0.399999810107415,xv,kcr,al,oi
no,198338,1.61816189108948,e2,pzv,im,0.77187523,1.3687910327232,3,kvy,0.3,jtl,0.316233693171678,pv,ydq,jz,oi
no,545685,1.68047665176352,e2,wto,kh,1.8828558,1.36193971539775,3.46,tdg,0,vrm,0.316233693171678,pv,ydq,ey,qe
no,514727,1.89130545092502,e2,wto,kh,0.34160335,1.38261416296948,3.32,kvy,1.3,vrm,0.374163042929554,xv,kcr,lr,oi
no,220812,1.75985575955992,e2,pzv,lz,1.9818573,1.4,2,kvy,0.3,vrm,0.424268256506693,xv,ydq,al,qe
yes,88455,1.74437659176492,e6,wto,kh,3.0141363,1.34351494443522,3,gmp,0,vrm,0.374163042929554,xv,kcr,lr,qe
no,38001,1.68181808540625,e2,wto,lz,0.87842889,1.327862629705,2.83,kvy,0.3,vrm,0.399999810107415,xv,jle,lr,oi
no,100149,2.23512381990793,e2,pzv,ls,1.50766,1.4,3.74,gmp,0,vrm,0.447214229441579,xv,ydq,al,oi
no,144829,1.8012426708058,e2,wto,kh,0.9665787,1.31033074881425,3.61,kvy,0.2,vrm,0.316233693171678,pv,ydq,al,oi
no,71357,1.72820013052371,e2,wto,kh,1.8957457,1.36152336965101,3.46,kvy,1.1,vrm,0.316233693171678,pv,jle,al,oi
no,258035,1.73808162287073,e2,wto,ow,0.089447783,1.41291275754896,2.83,kvy,0,vrm,0.424268256506693,xv,ydq,ey,oi
yes,82519,2.68987072815682,e2,pzv,im,2.1617956,1.56569007088439,3.61,kvy,0.3,vrm,0.565687580458434,pv,jle,jz,oi
yes,427360,2.18827089621901,e2,wto,lz,0.26066857,1.38730202183784,3.32,kvy,0,vrm,0.447214229441579,xv,ydq,al,qe
yes,557821,2.27700362082003,e2,pzv,lz,0.14240988,1.43496586981602,3.61,kvy,0.3,vrm,0.424268256506693,xv,ydq,lr,qe
yes,195254,2.20979363490957,e2,pzv,im,1.8201323,1.37895235458181,3.74,kvy,0.3,jtl,0.424268256506693,gf,jle,lr,oi
no,511089,1.93226163764678,e2,pzv,lz,2.1780741,1.32680588959612,3.74,kvy,0.2,vrm,0.399999810107415,xv,jle,al,oi
no,257551,1.70991582855924,e2,wto,ay,1.2446579,1.41291275754896,2.65,kvy,0.3,vrm,0.424268256506693,pv,kcr,ey,oi
yes,260966,1.97010589425569,e6,wto,kh,0.46978167,1.36054757138567,3.46,kvy,0,vrm,0.447214229441579,xv,jle,lr,oi
yes,31614,2.07685044949725,e6,wto,ay,0.21476969,1.35042200965907,3.61,kvy,0.3,vrm,0.399999810107415,xv,ydq,al,oi
yes,461175,1.94903286044256,e2,wto,ow,0.64744165,1.40743963312431,3.46,tdg,1.1,vrm,0.399999810107415,xv,ydq,lr,oi
no,36295,1.69359347679388,e2,wto,kh,0.092700465,1.36152336965101,3.32,kvy,0.6,vrm,0.316233693171678,xv,ydq,lr,oi
yes,410754,1.87526389899441,e2,pzv,lz,0.73015413,1.31447650099809,3.74,gmp,0.9,vrm,0.399999810107415,xv,kcr,wg,oi
